index,cycle,phase_index,step_id,operator_name,identity_split,access_recursion,contradiction_lock,temporal_feedback,false_signal,utterance_instability,silence_gain
0,0,0,initial,initial,0.2,0.11,0.08,0.13,0.12,0.07,0.06
1,1,1,PX-001,amplify identity fracture,0.36944,0.109802,0.08,0.13,0.12,0.07,0.06
2,1,2,PX-002,fracture to access recursion,0.36944,0.15409880399999998,0.08,0.1340219787844,0.12,0.07,0.06
3,1,3,PX-003,negation to lock formation,0.3743960863982013,0.15409880399999998,0.11228310432,0.1340219787844,0.12,0.07,0.06
4,1,4,PX-004,lagged temporal recursion,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.13054530205465956,0.07,0.06
5,1,5,PX-005,false signal injection,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.14062329960264452,0.07,0.06
6,1,6,PX-006,signal to unstable utterance,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.14062329960264452,0.08693596058839669,0.06
7,1,7,PX-007,silence feedback reset,0.37179883528048696,0.15334904549268638,0.11228310432,0.17118996841979822,0.1388639429668807,0.08693596058839669,0.0695062877890076
8,2,1,PX-001,amplify identity fracture,0.5050197932583846,0.15302928380604086,0.11228310432,0.17118996841979822,0.1388639429668807,0.08693596058839669,0.0695062877890076
9,2,2,PX-002,fracture to access recursion,0.5050197932583846,0.21248846026047497,0.11228310432,0.1764733454435656,0.1388639429668807,0.08693596058839669,0.0695062877890076
10,2,3,PX-003,negation to lock formation,0.5103503070997275,0.21248846026047497,0.1538449350020592,0.1764733454435656,0.1388639429668807,0.08693596058839669,0.0695062877890076
11,2,4,PX-004,lagged temporal recursion,0.5103503070997275,0.21248846026047497,0.1538449350020592,0.22938559915005705,0.1526911976943389,0.08693596058839669,0.0695062877890076
12,2,5,PX-005,false signal injection,0.5103503070997275,0.21248846026047497,0.1538449350020592,0.22938559915005705,0.17041164780513676,0.08693596058839669,0.0695062877890076
13,2,6,PX-006,signal to unstable utterance,0.5103503070997275,0.21248846026047497,0.1538449350020592,0.22938559915005705,0.17041164780513676,0.10949365983295707,0.0695062877890076
14,2,7,PX-007,silence feedback reset,0.5046704130804955,0.21123270048254664,0.1538449350020592,0.22938559915005705,0.16782197461982365,0.10949365983295707,0.08442541009984772
15,3,1,PX-001,amplify identity fracture,0.6098830243201696,0.2106976982616045,0.1538449350020592,0.22938559915005705,0.16782197461982365,0.10949365983295707,0.08442541009984772
16,3,2,PX-002,fracture to access recursion,0.6098830243201696,0.27800628907411923,0.1538449350020592,0.2358126686466781,0.16782197461982365,0.10949365983295707,0.08442541009984772
17,3,3,PX-003,negation to lock formation,0.6153823214362344,0.27800628907411923,0.20137905364269398,0.2358126686466781,0.16782197461982365,0.10949365983295707,0.08442541009984772
18,3,4,PX-004,lagged temporal recursion,0.6153823214362344,0.27800628907411923,0.20137905364269398,0.2944857950702254,0.18497649714090725,0.10949365983295707,0.08442541009984772
19,3,5,PX-005,false signal injection,0.6153823214362344,0.27800628907411923,0.20137905364269398,0.2944857950702254,0.20947163433793364,0.10949365983295707,0.08442541009984772
20,3,6,PX-006,signal to unstable utterance,0.6153823214362344,0.27800628907411923,0.20137905364269398,0.2944857950702254,0.20947163433793364,0.1382731650801641,0.08533437406690142
21,3,7,PX-007,silence feedback reset,0.6058366394369066,0.27595102545996714,0.20137905364269398,0.2944857950702254,0.2054895303285296,0.1382731650801641,0.10561239053758806
22,4,1,PX-001,amplify identity fracture,0.6895885261133416,0.27507671003586337,0.20137905364269398,0.2944857950702254,0.2054895303285296,0.1382731650801641,0.10561239053758806
23,4,2,PX-002,fracture to access recursion,0.6895885261133416,0.3449698118545067,0.20137905364269398,0.30178722814628456,0.2054895303285296,0.1382731650801641,0.10561239053758806
24,4,3,PX-003,negation to lock formation,0.6950696582205539,0.3449698118545067,0.25225191023215765,0.30178722814628456,0.2054895303285296,0.1382731650801641,0.10561239053758806
