index,cycle,phase_index,step_id,operator_name,identity_split,access_recursion,contradiction_lock,temporal_feedback,false_signal,utterance_instability,silence_gain
0,0,0,initial,initial,0.2,0.11,0.08,0.13,0.12,0.07,0.06
1,1,1,PX-001,amplify identity fracture,0.36944,0.109802,0.08,0.13,0.12,0.07,0.06
2,1,2,PX-002,fracture to access recursion,0.36944,0.15409880399999998,0.08,0.1340219787844,0.12,0.07,0.06
3,1,3,PX-003,negation to lock formation,0.3743960863982013,0.15409880399999998,0.11228310432,0.1340219787844,0.12,0.07,0.06
4,1,4,PX-004,lagged temporal recursion,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.13054530205465956,0.07,0.06
5,1,5,PX-005,false signal injection,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.14062329960264452,0.07,0.06
6,1,6,PX-006,signal to unstable utterance,0.3743960863982013,0.15409880399999998,0.11228310432,0.17118996841979822,0.14062329960264452,0.08693596058839669,0.06
7,1,7,PX-007,silence feedback reset,0.37025738192159224,0.15332853678658365,0.11228310432,0.17118996841979822,0.13881581796686965,0.08693596058839669,0.07140754534680913
8,2,1,PX-001,amplify identity fracture,0.5035501614574932,0.1530000723532772,0.11228310432,0.17118996841979822,0.13881581796686965,0.08693596058839669,0.07140754534680913
9,2,2,PX-002,fracture to access recursion,0.5035501614574932,0.21222259641561933,0.11228310432,0.17646673492491607,0.13881581796686965,0.08693596058839669,0.07140754534680913
10,2,3,PX-003,negation to lock formation,0.508891543299641,0.21222259641561933,0.1537022453503986,0.17646673492491607,0.13881581796686965,0.08693596058839669,0.07140754534680913
11,2,4,PX-004,lagged temporal recursion,0.508891543299641,0.21222259641561933,0.1537022453503986,0.22910898912095135,0.1526271705843491,0.08693596058839669,0.07140754534680913
12,2,5,PX-005,false signal injection,0.508891543299641,0.21222259641561933,0.1537022453503986,0.22910898912095135,0.17030653051217592,0.08693596058839669,0.07140754534680913
13,2,6,PX-006,signal to unstable utterance,0.508891543299641,0.21222259641561933,0.1537022453503986,0.22910898912095135,0.17030653051217592,0.10945648879126385,0.07140754534680913
14,2,7,PX-007,silence feedback reset,0.5004663905095803,0.21090435621223316,0.1537022453503986,0.22910898912095135,0.16758628128476805,0.10945648879126385,0.0887370300033275
15,3,1,PX-001,amplify identity fracture,0.6061055490339847,0.21034290542668205,0.1537022453503986,0.22910898912095135,0.16758628128476805,0.10945648879126385,0.0887370300033275
16,3,2,PX-002,fracture to access recursion,0.6061055490339847,0.2770897349979623,0.1537022453503986,0.23551716869845496,0.16758628128476805,0.10945648879126385,0.0887370300033275
17,3,3,PX-003,negation to lock formation,0.6116442313435858,0.2770897349979623,0.20087623169164012,0.23551716869845496,0.16758628128476805,0.10945648879126385,0.0887370300033275
18,3,4,PX-004,lagged temporal recursion,0.6116442313435858,0.2770897349979623,0.20087623169164012,0.2935698100569687,0.18469228889521125,0.10945648879126385,0.0887370300033275
19,3,5,PX-005,false signal injection,0.6116442313435858,0.2770897349979623,0.20087623169164012,0.2935698100569687,0.2090638647336227,0.10945648879126385,0.0887370300033275
20,3,6,PX-006,signal to unstable utterance,0.6116442313435858,0.2770897349979623,0.20087623169164012,0.2935698100569687,0.2090638647336227,0.13811055661767413,0.08962393199273724
21,3,7,PX-007,silence feedback reset,0.5977684229328986,0.274905202864994,0.20087623169164012,0.2935698100569687,0.20482556721891174,0.13811055661767413,0.11262633709537018
22,4,1,PX-001,amplify identity fracture,0.682610138898401,0.27397635588357966,0.20087623169164012,0.2935698100569687,0.20482556721891174,0.13811055661767413,0.11262633709537018
23,4,2,PX-002,fracture to access recursion,0.682610138898401,0.34290792879960036,0.20087623169164012,0.3008370254552149,0.20482556721891174,0.13811055661767413,0.11262633709537018
24,4,3,PX-003,negation to lock formation,0.6881887544500466,0.34290792879960036,0.25109342687899955,0.3008370254552149,0.20482556721891174,0.13811055661767413,0.11262633709537018
